Date,Tournament Name,POS,1,2,3,4,5,"Total
Score",To PAR,FedExCup Rank,FedExCup Points
2/28/10,Waste Management Phoenix Open,2,65,67,69,68,--,269,-15,13,300
03/07/10,The Honda Classic,CUT,72,72,--,--,--,144,4,15,--
3/21/10,Transitions Championship,T46,67,71,70,77,--,285,1,20,21
3/28/10,Arnold Palmer Invitational presented by MasterCard,T50,73,72,74,73,--,292,4,22,21
04/04/10,Shell Houston Open,T65,72,71,76,75,--,294,6,23,4
4/18/10,Verizon Heritage,T8,68,72,69,67,--,276,-8,21,78
05/02/10,Quail Hollow Championship,6,73,70,71,67,--,281,-7,19,100
05/09/10,THE PLAYERS Championship,CUT,73,74,--,--,--,147,3,20,--
5/23/10,HP Byron Nelson Championship,CUT,72,71,--,--,--,143,3,24,--
5/30/10,Crowne Plaza Invitational at Colonial,T38,70,67,64,71,--,272,-8,28,31
06/06/10,the Memorial Tournament presented by Nationwide Insurance,2,65,66,69,73,--,273,-15,12,300
6/27/10,Travelers Championship,T13,71,65,68,66,--,270,-10,13,55
6/29/10,CVS Caremark Charity Classic *,T5,63,61,--,--,--,124,-18,--,--
07/04/10,AT&T National,CUT,69,77,--,--,--,146,6,15,--
7/11/10,John Deere Classic,CUT,70,70,--,--,--,140,-2,15,--
7/18/10,The Open Championship,T14,79,67,71,67,--,284,-4,15,55
08/08/10,World Golf Championships-Bridgestone Invitational,T33,68,73,69,70,--,280,E,16,36
8/15/10,PGA Championship,T58,73,71,70,77,--,291,3,19,12
8/29/10,The Barclays,T36,71,70,67,74,--,282,-2,19,150
09/06/10,Deutsche Bank Championship,T41,67,70,74,70,--,281,-3,19,143
9/12/10,BMW Championship,T45,71,73,72,73,--,289,5,19,125
10/03/10,Ryder Cup *,--,--,--,--,--,--,--,--,--,--
10/17/10,Frys.com Open,4,69,65,68,69,--,271,-13,--,--
10/24/10,Justin Timberlake Shriners Hospitals for Children Open,T22,68,64,68,70,--,270,-14,--,--
10/31/10,CIMB Asia Pacific Classic Malaysia *,T5,68,67,68,67,--,270,-14,--,--
11/07/10,World Golf Championships-HSBC Champions *,T25,71,74,72,68,--,285,-3,--,--
11/14/10,Children's Miracle Network Classic,T3,66,70,69,66,--,271,-17,--,--
11/15/10,ADT Skills Challenge *,T3,--,--,--,--,--,--,--,--,--
12/12/10,The Shark Shootout *,T10,68,68,60,--,--,196,-20,--,--
02/01/09,FBR Open,T58,73,66,72,74,--,285,1,--,--
6/21/09,U.S. Open Championship,CUT,78,68,--,--,--,146,6,--,--
6/28/09,Travelers Championship,CUT,72,73,--,--,--,145,5,--,--
10/18/09,Justin Timberlake Shriners Hospitals for Children Open,T7,67,64,69,68,--,268,-16,--,--
10/25/09,Frys.com Open,T2,65,64,69,64,--,262,-18,--,--
11/01/09,Viking Classic *,CNL,--,--,--,--,--,--,--,--,--
11/15/09,Children's Miracle Network Classic,T40,66,75,69,72,--,282,-6,--,--
12/07/09,PGA TOUR Qualifying Tournament *,T15,74,68,66,73,70,421,-11,--,--
12/13/09,The Shark Shootout *,T7,69,65,62,--,--,196,-20,--,--
4/20/08,Verizon Heritage,CUT,70,76,--,--,--,146,4,--,--
6/15/08,U.S. Open Championship,T60,70,79,76,72,--,297,13,--,--
